Discipline,FC Number,MDD-HC,BIP-HC,SCZ-HC,Combined ES,Title,Net1,Net2,Net3,SigNum,MetaES
,3230,0.063,0.000,0.090,0.001,Lt_DMNa_PCC-Rt_VSNc_Striate,0.063280107,-0.000283588,-0.09034441,0,-0.010697633
,3231,0.268,0.188,0.176,0.001,Lt_DMNa_PCC-Rt_VSNc_ExStr,0.267984107,0.188242397,0.17639986,0,0.209105849
,3232,0.200,0.241,0.115,0.001,Lt_DMNa_PCC-Rt_VSNp_Striate,0.199773191,-0.240651701,-0.115068312,0,-0.052214378
,3233,0.287,0.067,0.160,0.001,Lt_DMNa_PCC-Rt_VSNp_ExStrInf,0.286990959,-0.06697099,0.160406296,0,0.126289593
,3234,0.367,0.169,0.182,0.001,Lt_DMNa_PCC-Rt_VSNp_ExStrSup,0.366932013,0.169315698,0.182218063,0,0.237963271
,3235,0.122,0.124,0.229,0.001,Lt_DMNa_PCC-Lt-Accm,-0.122493346,-0.123566525,-0.229002784,0,-0.160066086
,3236,0.001,0.015,0.113,0.001,Lt_DMNa_PCC-Rt-Accm,0.000894057,0.014615562,-0.112835276,0,-0.033856117
,3237,0.272,0.417,0.000,0.001,Lt_DMNa_PCC-Lt-Amyg,0.27163625,-0.416697852,0.000327442,0,-0.048456464
,3238,0.005,0.374,0.047,0.001,Lt_DMNa_PCC-Rt-Amyg,0.004648842,-0.374249536,-0.046601969,0,-0.138903003
,3239,0.283,0.113,0.060,0.001,Lt_DMNa_PCC-Lt-Caud,0.282588794,0.113142332,0.059986972,0,0.151067916
,3240,0.212,0.045,0.113,0.001,Lt_DMNa_PCC-Rt-Caud,0.211551028,0.045354259,0.112654328,0,0.122425529
,3241,0.003,0.698,0.267,0.001,Lt_DMNa_PCC-Lt-Hipp,0.003126029,-0.697584379,-0.267175856,0,-0.320819343
,3242,0.279,0.267,0.000,0.001,Lt_DMNa_PCC-Rt-Hipp,0.279170472,-0.266550519,-0.00032863,0,0.003738139
,3243,0.156,0.005,0.235,0.001,Lt_DMNa_PCC-Lt-Pall,-0.155599412,0.004933029,0.234716471,0,0.028172819
,3244,0.323,0.165,0.021,0.001,Lt_DMNa_PCC-Rt-Pall,-0.323398217,-0.165049923,0.020933826,0,-0.155387606
,3245,0.099,0.054,0.061,0.001,Lt_DMNa_PCC-Lt-Puta,-0.098566165,-0.053704407,0.061494344,0,-0.029657431
,3246,0.156,0.151,0.073,0.001,Lt_DMNa_PCC-Rt-Puta,0.156086261,-0.150955345,0.072665963,0,0.025959557
,3247,0.071,0.106,0.111,0.001,Lt_DMNa_PCC-Lt-Thal,0.071227898,-0.105999739,-0.110912453,0,-0.049926626
,3248,0.229,0.059,0.052,0.001,Lt_DMNa_PCC-Rt-Thal,0.228807636,-0.058572876,0.051537933,0,0.073310761
,3249,0.114,0.133,0.045,0.001,Lt_DMNa_PFCm-Lt_DMNb_Temp,-0.113702867,-0.132979702,0.045300319,0,-0.066344343
,3250,0.436,0.227,0.371,0.001,Lt_DMNa_PFCm-Lt_DMNb_IPL,-0.436016975,-0.226849881,-0.371282564,0,-0.344508759
,3251,0.345,0.255,0.250,0.001,Lt_DMNa_PFCm-Lt_DMNb_PFCd,-0.344604885,-0.254606751,-0.249874238,0,-0.279261705
,3252,0.049,0.151,0.111,0.001,Lt_DMNa_PFCm-Lt_DMNb_PFCl,-0.049257416,-0.151263079,-0.11138769,0,-0.107880186
,3253,0.258,0.102,0.012,0.001,Lt_DMNa_PFCm-Lt_DMNb_PFCv,-0.258195166,0.102281741,0.01168118,0,-0.047145243
,3254,0.339,0.003,0.035,0.001,Lt_DMNa_PFCm-Lt_DMNc_IPL,0.338868162,0.003161793,0.034582697,0,0.124187246
,3255,0.202,0.216,0.059,0.001,Lt_DMNa_PFCm-Lt_DMNc_Rsp,0.201592123,-0.215735365,-0.05904745,0,-0.024583968
,3256,0.251,0.305,0.054,0.001,Lt_DMNa_PFCm-Lt_DMNc_PHC,0.251212696,-0.305059639,-0.053727001,0,-0.035976583
,3257,0.099,0.188,0.007,0.001,Lt_DMNa_PFCm-Rt_DMNa_Temp,-0.099043608,-0.188482341,0.006911711,0,-0.093166621
,3258,0.042,0.112,0.049,0.001,Lt_DMNa_PFCm-Rt_DMNa_IPL,-0.042206481,-0.11201638,0.04870533,0,-0.034408471
,3259,0.130,0.118,0.055,0.001,Lt_DMNa_PFCm-Rt_DMNa_PFCd,0.129805782,-0.117603339,-0.054851293,0,-0.015925084
,3260,0.162,0.066,0.202,0.001,Lt_DMNa_PFCm-Rt_DMNa_PCC,0.162426066,-0.066493501,0.202391714,0,0.09947616
,3261,0.169,0.023,0.074,0.001,Lt_DMNa_PFCm-Rt_DMNb_PFCm,-0.169472818,-0.023112232,-0.074286505,0,-0.086495355
,3262,0.237,0.088,0.005,0.001,Lt_DMNa_PFCm-Rt_DMNb_Temp,-0.236871293,0.088086348,-0.004530848,0,-0.050436128
,3263,0.206,0.310,0.179,0.001,Lt_DMNa_PFCm-Rt_DMNb_AntTemp,-0.20578418,-0.309955924,-0.179478105,0,-0.232010361
,3264,0.338,0.140,0.253,0.001,Lt_DMNa_PFCm-Rt_DMNb_PFCd,-0.33795544,-0.140344599,-0.253013527,0,-0.24261701
,3265,0.066,0.135,0.071,0.001,Lt_DMNa_PFCm-Rt_DMNb_PFCv,-0.065987252,0.134795276,0.071396479,0,0.048382037
,3266,0.146,0.175,0.077,0.001,Lt_DMNa_PFCm-Rt_DMNc_IPL,0.145700511,0.174669098,0.077468681,0,0.130495141
,3267,0.263,0.047,0.068,0.001,Lt_DMNa_PFCm-Rt_DMNc_Rsp,0.262681107,-0.047149103,0.067693651,0,0.093830879
,3268,0.282,0.226,0.049,0.001,Lt_DMNa_PFCm-Rt_DMNc_PHC,0.282273443,-0.226405071,0.049391681,0,0.034848941
,3269,0.080,0.041,0.087,0.001,Lt_DMNa_PFCm-Lt_DANa_TempOcc,-0.080216909,-0.041374472,-0.086848939,0,-0.069705808
,3270,0.098,0.015,0.023,0.001,Lt_DMNa_PFCm-Lt_DANa_ParOcc,0.097838205,-0.014985988,-0.022599559,0,0.017077238
,3271,0.263,0.196,0.287,0.001,Lt_DMNa_PFCm-Lt_DANa_SPL,-0.263123745,-0.19561882,-0.287345384,0,-0.249470959
,3272,0.075,0.142,0.157,0.001,Lt_DMNa_PFCm-Lt_DANb_TempOcc,-0.075005289,0.141758303,-0.157057749,0,-0.029926728
,3273,0.281,0.270,0.576,0.001,Lt_DMNa_PFCm-Lt_DANb_PostC,-0.281270936,-0.269858452,-0.576288606,0,-0.376787486
,3274,0.344,0.008,0.188,0.001,Lt_DMNa_PFCm-Lt_DANb_FEF,-0.344166653,-0.007931595,-0.188429822,0,-0.179951711
,3275,0.480,0.250,0.313,0.001,Lt_DMNa_PFCm-Lt_DANb_PrCv,-0.479887295,-0.249533574,-0.312546189,0,-0.347205923
,3276,0.356,0.174,0.058,0.001,Lt_DMNa_PFCm-Rt_DANa_TempOcc,-0.356326912,-0.17401807,-0.057941511,0,-0.1951184
,3277,0.199,0.196,0.258,0.001,Lt_DMNa_PFCm-Rt_DANa_ParOcc,-0.19879969,-0.196036426,-0.258217259,0,-0.222510292
,3278,0.212,0.096,0.350,0.001,Lt_DMNa_PFCm-Rt_DANa_SPL,-0.211577689,-0.096102227,-0.349766449,0,-0.219561802
,3279,0.325,0.181,0.068,0.001,Lt_DMNa_PFCm-Rt_DANb_TempOcc,-0.325228757,-0.181484449,-0.068242105,0,-0.19014935
,3280,0.252,0.168,0.361,0.001,Lt_DMNa_PFCm-Rt_DANb_PostC,-0.252172019,-0.168135004,-0.361297522,0,-0.261749898
,3281,0.385,0.116,0.270,0.001,Lt_DMNa_PFCm-Rt_DANb_FEF,-0.385042232,-0.116185813,-0.270318617,0,-0.256522058
,3282,0.344,0.081,0.131,0.001,Lt_DMNa_PFCm-Rt_DANb_PrCv,-0.343872276,-0.081467933,-0.130892427,0,-0.184856094
,3283,0.276,0.299,0.325,0.001,Lt_DMNa_PFCm-Lt_LMN_TempPole,-0.275812956,-0.298669291,-0.324812356,0,-0.301920987
,3284,0.145,0.254,0.011,0.001,Lt_DMNa_PFCm-Lt_LMN_OFC,0.145069159,0.253918833,-0.010552103,0,0.129776295
,3285,0.230,0.281,0.191,0.001,Lt_DMNa_PFCm-Rt_LMN_TempPole,-0.230211753,-0.281361341,-0.190546171,0,-0.233725276
,3286,0.012,0.020,0.163,0.001,Lt_DMNa_PFCm-Rt_LMN_OFC,-0.011589242,-0.020349867,-0.163021705,0,-0.065213762
,3287,0.578,0.159,0.535,0.001,Lt_DMNa_PFCm-Lt_SVNa_ParOper,-0.578201901,-0.15900999,-0.534692596,0,-0.423940729
,3288,0.455,0.106,0.150,0.001,Lt_DMNa_PFCm-Lt_SVNa_PrCv,-0.455377499,0.106126023,-0.14959378,0,-0.165856261
,3289,0.501,0.002,0.254,0.001,Lt_DMNa_PFCm-Lt_SVNa_Ins,-0.500513951,0.001586202,-0.253644705,0,-0.25058806
,3290,0.378,0.198,0.364,0.001,Lt_DMNa_PFCm-Lt_SVNa_ParMed,-0.377675442,-0.197570091,-0.363612958,0,-0.312400704
,3291,0.616,0.046,0.311,0.001,Lt_DMNa_PFCm-Lt_SVNa_FrMed,-0.616353407,-0.045600371,-0.311285163,0,-0.324041036
,3292,0.589,0.072,0.414,0.001,Lt_DMNa_PFCm-Lt_SVNb_IPL,-0.58876076,-0.071874946,-0.414341137,0,-0.357886749
,3293,0.405,0.125,0.429,0.001,Lt_DMNa_PFCm-Lt_SVNb_PFCl,-0.405398586,-0.124653097,-0.429382092,0,-0.320087631
,3294,0.421,0.033,0.383,0.001,Lt_DMNa_PFCm-Lt_SVNb_PFCv,-0.421165304,0.033033147,-0.383232295,0,-0.257120174
,3295,0.097,0.009,0.057,0.001,Lt_DMNa_PFCm-Lt_SVNb_OFC,-0.096970059,0.008527658,-0.056771744,0,-0.046258667
,3296,0.489,0.294,0.540,0.001,Lt_DMNa_PFCm-Lt_SVNb_PFCmp,-0.489229156,-0.293710744,-0.539887742,0,-0.44088653
,3297,0.653,0.108,0.531,0.001,Lt_DMNa_PFCm-Rt_SVNa_ParOper,-0.653463105,-0.10761046,-0.530750823,0,-0.430554489
,3298,0.460,0.031,0.120,0.001,Lt_DMNa_PFCm-Rt_SVNa_PrC,-0.459533115,-0.030706989,-0.119644671,0,-0.202386707
,3299,0.405,0.117,0.222,0.001,Lt_DMNa_PFCm-Rt_SVNa_PrCv,-0.404894335,0.116905243,-0.222476772,0,-0.169823408
,3300,0.557,0.010,0.367,0.001,Lt_DMNa_PFCm-Rt_SVNa_Ins,-0.557354994,-0.009708321,-0.366926075,0,-0.311177157
,3301,0.236,0.024,0.232,0.001,Lt_DMNa_PFCm-Rt_SVNa_ParMed,-0.236036445,-0.024371355,-0.231570004,0,-0.164101021
,3302,0.585,0.026,0.324,0.001,Lt_DMNa_PFCm-Rt_SVNa_FrMed,-0.585320561,-0.025879834,-0.324493606,0,-0.311484231
,3303,0.627,0.047,0.257,0.001,Lt_DMNa_PFCm-Rt_SVNb_IPL,-0.62730818,0.047168217,-0.257482553,0,-0.279020078
,3304,0.638,0.149,0.448,0.001,Lt_DMNa_PFCm-Rt_SVNb_PFCd,-0.638180544,-0.149428346,-0.447716691,0,-0.411370741
,3305,0.331,0.017,0.189,0.001,Lt_DMNa_PFCm-Rt_SVNb_PFCl,-0.330866943,-0.017432461,-0.188660212,0,-0.177827753
,3306,0.111,0.298,0.112,0.001,Lt_DMNa_PFCm-Rt_SVNb_PFClv,-0.11106759,0.297515059,-0.111500864,0,0.025082544
,3307,0.357,0.143,0.199,0.001,Lt_DMNa_PFCm-Rt_SVNb_PFCv,-0.356823752,0.142886554,-0.198532265,0,-0.137127364
,3308,0.367,0.083,0.302,0.001,Lt_DMNa_PFCm-Rt_SVNb_PFCmp,-0.36688204,-0.083471239,-0.301719438,0,-0.249802775
,3309,0.042,0.112,0.387,0.001,Lt_DMNa_PFCm-Rt_SVNb_Cinga,-0.042158837,-0.112424667,-0.387394253,0,-0.181177896
,3310,0.101,0.141,0.146,0.001,Lt_DMNa_PFCm-Lt_SMNa,0.101323485,-0.141114897,-0.145705612,0,-0.06312298
,3311,0.189,0.034,0.084,0.001,Lt_DMNa_PFCm-Lt_SMNb_Cent,-0.188593635,0.033713811,0.083897085,0,-0.022147607
,3312,0.323,0.110,0.345,0.001,Lt_DMNa_PFCm-Lt_SMNb_S2,-0.322755081,-0.110129933,-0.344644135,0,-0.259592832
,3313,0.256,0.321,0.422,0.001,Lt_DMNa_PFCm-Lt_SMNb_Ins,-0.255550275,-0.320787871,-0.422392008,0,-0.333916035
,3314,0.249,0.024,0.374,0.001,Lt_DMNa_PFCm-Lt_SMNb_Aud,-0.248538487,-0.023872635,-0.373891043,0,-0.216000654
,3315,0.059,0.204,0.162,0.001,Lt_DMNa_PFCm-Rt_SMNa,0.059002783,-0.20404873,-0.161568922,0,-0.103099495
,3316,0.206,0.048,0.114,0.001,Lt_DMNa_PFCm-Rt_SMNb_Cent,-0.206179864,0.048036902,0.113774625,0,-0.013375018
,3317,0.266,0.124,0.306,0.001,Lt_DMNa_PFCm-Rt_SMNb_S2,-0.266168035,-0.12414173,-0.305948714,0,-0.232587276
,3318,0.139,0.229,0.292,0.001,Lt_DMNa_PFCm-Rt_SMNb_Ins,-0.138860114,-0.228605098,-0.292301061,0,-0.220911271
,3319,0.321,0.058,0.428,0.001,Lt_DMNa_PFCm-Rt_SMNb_Aud,-0.321488004,-0.058261432,-0.427630082,0,-0.269625913
,3320,0.219,0.034,0.308,0.001,Lt_DMNa_PFCm-Lt_SMN_TempPar,-0.219246639,-0.033500579,-0.308474458,0,-0.18712926
,3321,0.512,0.019,0.175,0.001,Lt_DMNa_PFCm-Rt_SMN_TempPar,-0.51221852,0.019366234,-0.174642259,0,-0.222186096
,3322,0.111,0.229,0.169,0.001,Lt_DMNa_PFCm-Lt_VSNc_Striate,-0.110960223,-0.228985396,-0.169265842,0,-0.171382448
,3323,0.065,0.227,0.131,0.001,Lt_DMNa_PFCm-Lt_VSNc_ExStr,-0.064748924,-0.227076961,-0.131406359,0,-0.142386109
,3324,0.109,0.276,0.117,0.001,Lt_DMNa_PFCm-Lt_VSNp_Striate,0.108941163,-0.275525856,-0.116855703,0,-0.09533332
,3325,0.210,0.091,0.047,0.001,Lt_DMNa_PFCm-Lt_VSNp_ExStrInf,0.209702586,-0.091240797,-0.047423249,0,0.02302503
,3326,0.342,0.046,0.096,0.001,Lt_DMNa_PFCm-Lt_VSNp_ExStrSup,0.342295598,-0.046475279,0.095565918,0,0.129994765
,3327,0.060,0.128,0.074,0.001,Lt_DMNa_PFCm-Rt_VSNc_Striate,-0.06001318,-0.128362656,-0.073504879,0,-0.088199168
,3328,0.133,0.114,0.008,0.001,Lt_DMNa_PFCm-Rt_VSNc_ExStr,-0.132794361,-0.114401673,-0.008095346,0,-0.083170954
,3329,0.118,0.246,0.071,0.001,Lt_DMNa_PFCm-Rt_VSNp_Striate,0.117859758,-0.246194633,-0.070932285,0,-0.067110556
,3330,0.279,0.081,0.049,0.001,Lt_DMNa_PFCm-Rt_VSNp_ExStrInf,0.279384979,-0.080986984,-0.049434073,0,0.048690625
,3331,0.344,0.045,0.039,0.001,Lt_DMNa_PFCm-Rt_VSNp_ExStrSup,0.34360687,0.044520141,-0.039133398,0,0.115274014
,3332,0.052,0.295,0.270,0.001,Lt_DMNa_PFCm-Lt-Accm,0.052467701,-0.29480983,-0.270021848,0,-0.171540952
,3333,0.001,0.170,0.259,0.001,Lt_DMNa_PFCm-Rt-Accm,-0.000925538,-0.170207981,-0.259311986,0,-0.14515839
,3334,0.102,0.464,0.091,0.001,Lt_DMNa_PFCm-Lt-Amyg,-0.101655937,-0.463896919,-0.09085314,0,-0.219009472
,3335,0.161,0.339,0.269,0.001,Lt_DMNa_PFCm-Rt-Amyg,-0.160958784,-0.339129594,-0.269082975,0,-0.257491818
,3336,0.092,0.026,0.079,0.001,Lt_DMNa_PFCm-Lt-Caud,0.091870695,-0.026028021,-0.078897201,0,-0.005652947
,3337,0.292,0.026,0.050,0.001,Lt_DMNa_PFCm-Rt-Caud,0.291937675,-0.025686645,0.049707574,0,0.10502952
,3338,0.053,0.647,0.229,0.001,Lt_DMNa_PFCm-Lt-Hipp,-0.053200273,-0.647055672,-0.228847735,0,-0.309908355
,3339,0.213,0.328,0.064,0.001,Lt_DMNa_PFCm-Rt-Hipp,0.212824465,-0.327925616,0.063824332,0,-0.017373162
,3340,0.094,0.016,0.080,0.001,Lt_DMNa_PFCm-Lt-Pall,-0.094360584,-0.016017702,0.079689701,0,-0.009431433
,3341,0.335,0.053,0.022,0.001,Lt_DMNa_PFCm-Rt-Pall,-0.334614902,0.052995424,-0.021595558,0,-0.100761106
,3342,0.166,0.249,0.097,0.001,Lt_DMNa_PFCm-Lt-Puta,-0.166380777,-0.248959448,-0.096765041,0,-0.170501903
,3343,0.060,0.172,0.053,0.001,Lt_DMNa_PFCm-Rt-Puta,0.059721767,-0.172094282,-0.052864884,0,-0.055538389
,3344,0.133,0.003,0.024,0.001,Lt_DMNa_PFCm-Lt-Thal,0.132532322,-0.003227241,0.023589933,0,0.048228515
,3345,0.347,0.064,0.121,0.001,Lt_DMNa_PFCm-Rt-Thal,0.347198806,-0.064332883,0.12064009,0,0.133965914
,3346,0.233,0.348,0.218,0.001,Lt_DMNb_Temp-Lt_DMNb_IPL,-0.233332887,-0.3477093,-0.218481851,0,-0.266963684
,3347,0.185,0.251,0.064,0.001,Lt_DMNb_Temp-Lt_DMNb_PFCd,-0.185145372,-0.250804986,-0.064054719,0,-0.166645435
,3348,0.039,0.098,0.035,0.001,Lt_DMNb_Temp-Lt_DMNb_PFCl,-0.038548594,-0.097717517,0.034946277,0,-0.031943515
,3349,0.135,0.072,0.122,0.001,Lt_DMNb_Temp-Lt_DMNb_PFCv,-0.135219973,0.071611571,0.122161061,0,0.021864562
,3350,0.229,0.079,0.048,0.001,Lt_DMNb_Temp-Lt_DMNc_IPL,0.229405218,-0.079300475,0.047830727,0,0.064602172
,3351,0.103,0.342,0.358,0.001,Lt_DMNb_Temp-Lt_DMNc_Rsp,-0.103045807,-0.342027434,-0.358003859,0,-0.268561355
,3352,0.125,0.287,0.201,0.001,Lt_DMNb_Temp-Lt_DMNc_PHC,0.125218099,-0.287346431,-0.201489188,0,-0.121708323
,3353,0.361,0.182,0.131,0.001,Lt_DMNb_Temp-Rt_DMNa_Temp,-0.360604237,-0.181903941,-0.130868709,0,-0.223828852
,3354,0.023,0.107,0.106,0.001,Lt_DMNb_Temp-Rt_DMNa_IPL,-0.023250446,-0.107106252,-0.105843996,0,-0.083026458
,3355,0.062,0.068,0.086,0.001,Lt_DMNb_Temp-Rt_DMNa_PFCd,-0.061951045,0.067952532,0.085513256,0,0.031814546
,3356,0.022,0.081,0.054,0.001,Lt_DMNb_Temp-Rt_DMNa_PCC,-0.021522394,-0.081184421,0.053935533,0,-0.015897336
,3357,0.239,0.262,0.117,0.001,Lt_DMNb_Temp-Rt_DMNb_PFCm,-0.238592041,-0.262017333,-0.116885069,0,-0.205261084
,3358,0.292,0.157,0.165,0.001,Lt_DMNb_Temp-Rt_DMNb_Temp,-0.292303754,-0.157481083,-0.164694654,0,-0.202177823
,3359,0.170,0.328,0.227,0.001,Lt_DMNb_Temp-Rt_DMNb_AntTemp,-0.17011792,-0.328381959,-0.226665112,0,-0.243383172
,3360,0.261,0.310,0.165,0.001,Lt_DMNb_Temp-Rt_DMNb_PFCd,-0.26123585,-0.310273607,-0.165222586,0,-0.245025102
,3361,0.068,0.070,0.149,0.001,Lt_DMNb_Temp-Rt_DMNb_PFCv,0.068259429,0.069963738,0.148902104,0,0.097025084
,3362,0.064,0.211,0.041,0.001,Lt_DMNb_Temp-Rt_DMNc_IPL,0.063587263,0.210992764,-0.041237359,0,0.077854484
,3363,0.066,0.220,0.219,0.001,Lt_DMNb_Temp-Rt_DMNc_Rsp,-0.066125093,-0.219703708,-0.219458076,0,-0.170314994
,3364,0.091,0.098,0.173,0.001,Lt_DMNb_Temp-Rt_DMNc_PHC,0.091406634,-0.097512215,-0.172525338,0,-0.060529204
,3365,0.055,0.033,0.203,0.001,Lt_DMNb_Temp-Lt_DANa_TempOcc,0.054985753,-0.032760119,-0.203142552,0,-0.061879951
,3366,0.049,0.043,0.251,0.001,Lt_DMNb_Temp-Lt_DANa_ParOcc,0.048900931,-0.042723035,-0.250960846,0,-0.082706813
,3367,0.323,0.210,0.565,0.001,Lt_DMNb_Temp-Lt_DANa_SPL,-0.322695879,-0.209995066,-0.56528542,0,-0.366416478
,3368,0.042,0.133,0.110,0.001,Lt_DMNb_Temp-Lt_DANb_TempOcc,0.041665893,0.133398209,-0.109868693,0,0.020986161
,3369,0.403,0.105,0.593,0.001,Lt_DMNb_Temp-Lt_DANb_PostC,-0.402501333,-0.105204011,-0.593469666,0,-0.367372428
,3370,0.208,0.029,0.287,0.001,Lt_DMNb_Temp-Lt_DANb_FEF,-0.208203185,0.028923513,-0.287481269,0,-0.156261564
,3371,0.152,0.150,0.417,0.001,Lt_DMNb_Temp-Lt_DANb_PrCv,-0.152170893,-0.149855258,-0.417457691,0,-0.240616267
,3372,0.277,0.137,0.258,0.001,Lt_DMNb_Temp-Rt_DANa_TempOcc,-0.276698737,-0.137267507,-0.258399505,0,-0.223261953
,3373,0.094,0.218,0.372,0.001,Lt_DMNb_Temp-Rt_DANa_ParOcc,-0.093748844,-0.218443093,-0.371607135,0,-0.228518334
SCZ-Specific,3374,0.253,0.111,0.557,0.307,Lt_DMNb_Temp-Rt_DANa_SPL,-0.252614838,-0.110985972,-0.557409677,4,-0.307162086
,3375,0.074,0.016,0.128,0.001,Lt_DMNb_Temp-Rt_DANb_TempOcc,-0.073838786,-0.016296775,-0.128440263,0,-0.074685171
,3376,0.318,0.093,0.505,0.001,Lt_DMNb_Temp-Rt_DANb_PostC,-0.318321888,-0.093218789,-0.505343989,0,-0.306157889
,3377,0.352,0.062,0.354,0.001,Lt_DMNb_Temp-Rt_DANb_FEF,-0.352032901,-0.061854322,-0.353685124,0,-0.256041096
,3378,0.397,0.264,0.347,0.001,Lt_DMNb_Temp-Rt_DANb_PrCv,-0.396518319,-0.26373205,-0.347276908,0,-0.335652698
,3379,0.123,0.020,0.194,0.001,Lt_DMNb_Temp-Lt_LMN_TempPole,-0.123005058,-0.019781333,-0.194378675,0,-0.112958147
,3380,0.067,0.223,0.028,0.001,Lt_DMNb_Temp-Lt_LMN_OFC,0.06716596,0.223101355,-0.028464158,0,0.087579593
,3381,0.249,0.030,0.188,0.001,Lt_DMNb_Temp-Rt_LMN_TempPole,0.249159106,-0.029509311,-0.1883099,0,0.009901862
,3382,0.100,0.219,0.010,0.001,Lt_DMNb_Temp-Rt_LMN_OFC,0.099919616,0.218939568,-0.009879067,0,0.102829004
,3383,0.310,0.140,0.308,0.001,Lt_DMNb_Temp-Lt_SVNa_ParOper,-0.310130357,0.140475628,-0.307703756,0,-0.15896463
,3384,0.239,0.147,0.128,0.001,Lt_DMNb_Temp-Lt_SVNa_PrCv,-0.238723227,0.147252915,-0.128373908,0,-0.07286251
,3385,0.308,0.083,0.174,0.001,Lt_DMNb_Temp-Lt_SVNa_Ins,-0.307864117,0.083037429,-0.173962504,0,-0.132677168
,3386,0.264,0.055,0.408,0.001,Lt_DMNb_Temp-Lt_SVNa_ParMed,-0.264308728,-0.055346044,-0.408248668,0,-0.242942879
,3387,0.464,0.036,0.221,0.001,Lt_DMNb_Temp-Lt_SVNa_FrMed,-0.463573737,0.036028486,-0.221004868,0,-0.215410336
,3388,0.105,0.237,0.086,0.001,Lt_DMNb_Temp-Lt_SVNb_IPL,-0.104950062,0.237154113,-0.086230514,0,0.01596279
,3389,0.347,0.097,0.309,0.001,Lt_DMNb_Temp-Lt_SVNb_PFCl,-0.347409135,-0.097252928,-0.308501963,0,-0.250325064
,3390,0.402,0.268,0.278,0.001,Lt_DMNb_Temp-Lt_SVNb_PFCv,-0.402113794,-0.267922559,-0.278488848,0,-0.314496921
,3391,0.124,0.025,0.061,0.001,Lt_DMNb_Temp-Lt_SVNb_OFC,-0.124116748,-0.024698332,-0.060754795,0,-0.06690282
,3392,0.543,0.269,0.351,0.001,Lt_DMNb_Temp-Lt_SVNb_PFCmp,-0.543451942,-0.26901795,-0.35077924,0,-0.387274364
,3393,0.447,0.134,0.457,0.001,Lt_DMNb_Temp-Rt_SVNa_ParOper,-0.446955611,-0.134335081,-0.456921114,0,-0.345831213
,3394,0.295,0.055,0.006,0.001,Lt_DMNb_Temp-Rt_SVNa_PrC,-0.294835115,-0.05537329,0.00567758,0,-0.113766808
,3395,0.337,0.078,0.247,0.001,Lt_DMNb_Temp-Rt_SVNa_PrCv,-0.336899372,0.078432585,-0.247236102,0,-0.168316129
,3396,0.340,0.050,0.266,0.001,Lt_DMNb_Temp-Rt_SVNa_Ins,-0.339632748,0.050392636,-0.266010863,0,-0.184915484
,3397,0.130,0.074,0.381,0.001,Lt_DMNb_Temp-Rt_SVNa_ParMed,-0.129581312,-0.073824036,-0.381370802,0,-0.19579077
,3398,0.473,0.002,0.254,0.001,Lt_DMNb_Temp-Rt_SVNa_FrMed,-0.473220182,0.001855633,-0.254246626,0,-0.241247587
,3399,0.175,0.189,0.020,0.001,Lt_DMNb_Temp-Rt_SVNb_IPL,-0.174963302,0.189401762,0.020456961,0,0.012572064
,3400,0.241,0.072,0.118,0.001,Lt_DMNb_Temp-Rt_SVNb_PFCd,-0.241494823,-0.072288923,-0.117903338,0,-0.142339026
,3401,0.421,0.146,0.170,0.001,Lt_DMNb_Temp-Rt_SVNb_PFCl,-0.421277712,-0.145956231,-0.169731393,0,-0.244270958
,3402,0.059,0.302,0.126,0.001,Lt_DMNb_Temp-Rt_SVNb_PFClv,0.058697585,0.301802426,0.126191601,0,0.162545235
,3403,0.382,0.075,0.089,0.001,Lt_DMNb_Temp-Rt_SVNb_PFCv,-0.38159319,-0.075028523,-0.089004398,0,-0.18072669
,3404,0.429,0.099,0.141,0.001,Lt_DMNb_Temp-Rt_SVNb_PFCmp,-0.429420702,-0.09945887,-0.141493417,0,-0.222864835
,3405,0.001,0.166,0.342,0.001,Lt_DMNb_Temp-Rt_SVNb_Cinga,-0.001175447,-0.16618778,-0.341753536,0,-0.170350417
,3406,0.211,0.143,0.363,0.001,Lt_DMNb_Temp-Lt_SMNa,-0.210631188,-0.142504726,-0.363022173,0,-0.23920197
,3407,0.503,0.143,0.345,0.001,Lt_DMNb_Temp-Lt_SMNb_Cent,-0.503001236,-0.143285555,-0.344546033,0,-0.329694951
,3408,0.454,0.289,0.546,0.001,Lt_DMNb_Temp-Lt_SMNb_S2,-0.454276896,-0.289492266,-0.545948979,0,-0.430057529
,3409,0.292,0.276,0.429,0.001,Lt_DMNb_Temp-Lt_SMNb_Ins,-0.292196873,-0.276104091,-0.42889375,0,-0.332814955
,3410,0.328,0.217,0.548,0.001,Lt_DMNb_Temp-Lt_SMNb_Aud,-0.328348213,-0.216997365,-0.547714848,0,-0.365410223
,3411,0.190,0.219,0.349,0.001,Lt_DMNb_Temp-Rt_SMNa,-0.189869182,-0.21909763,-0.348552307,0,-0.253713148
,3412,0.473,0.143,0.283,0.001,Lt_DMNb_Temp-Rt_SMNb_Cent,-0.473277011,-0.143065581,-0.282536573,0,-0.298927909
,3413,0.402,0.260,0.605,0.001,Lt_DMNb_Temp-Rt_SMNb_S2,-0.402237885,-0.259584441,-0.604683533,0,-0.422788828
,3414,0.494,0.438,0.339,0.001,Lt_DMNb_Temp-Rt_SMNb_Ins,-0.493780117,-0.438279447,-0.339056838,0,-0.422666901
