Discipline,FC Number,MDD-HC,BIP-HC,SCZ-HC,Combined ES,Title,Net1,Net2,Net3,SigNum,MetaES
,190,0.097,0.171,0.056,0.001,Lt_CONa_IPS-Lt_LMN_OFC,-0.097207841,-0.170861564,0.055813013,0,-0.07039935
,191,0.299,0.250,0.336,0.001,Lt_CONa_IPS-Rt_LMN_TempPole,-0.298505053,-0.249589109,-0.336331079,0,-0.29507184
,192,0.428,0.380,0.384,0.001,Lt_CONa_IPS-Rt_LMN_OFC,-0.427804617,-0.379895383,-0.384119326,0,-0.394228418
,193,0.059,0.166,0.160,0.001,Lt_CONa_IPS-Lt_SVNa_ParOper,-0.058534893,0.166296836,-0.160163516,0,-0.017452739
,194,0.074,0.080,0.085,0.001,Lt_CONa_IPS-Lt_SVNa_PrCv,-0.074371454,0.079933427,-0.084538682,0,-0.02559926
,195,0.301,0.221,0.076,0.001,Lt_CONa_IPS-Lt_SVNa_Ins,0.300986556,0.220830253,0.07608851,0,0.198016912
,196,0.128,0.070,0.164,0.001,Lt_CONa_IPS-Lt_SVNa_ParMed,-0.127567352,0.070141318,-0.163755944,0,-0.074019082
,197,0.265,0.124,0.113,0.001,Lt_CONa_IPS-Lt_SVNa_FrMed,-0.264849566,0.124481657,-0.112899301,0,-0.083680315
,198,0.110,0.272,0.200,0.001,Lt_CONa_IPS-Lt_SVNb_IPL,-0.10973479,0.272064376,0.199696656,0,0.12189968
,199,0.123,0.142,0.060,0.001,Lt_CONa_IPS-Lt_SVNb_PFCl,-0.122544892,0.141902901,0.059582555,0,0.027998784
,200,0.021,0.127,0.184,0.001,Lt_CONa_IPS-Lt_SVNb_PFCv,0.020928509,-0.126852775,-0.184402358,0,-0.097852233
,201,0.290,0.016,0.070,0.001,Lt_CONa_IPS-Lt_SVNb_OFC,0.289505604,0.015649013,0.06962122,0,0.12408263
,202,0.209,0.046,0.046,0.001,Lt_CONa_IPS-Lt_SVNb_PFCmp,-0.208710628,0.046094412,-0.046231102,0,-0.06807324
,203,0.108,0.085,0.094,0.001,Lt_CONa_IPS-Rt_SVNa_ParOper,-0.107676697,0.085047143,-0.093785945,0,-0.0381731
,204,0.031,0.012,0.133,0.001,Lt_CONa_IPS-Rt_SVNa_PrC,-0.031340724,-0.012032509,-0.133267754,0,-0.061477555
,205,0.042,0.047,0.125,0.001,Lt_CONa_IPS-Rt_SVNa_PrCv,-0.042375276,-0.046947522,-0.12548783,0,-0.07385177
,206,0.038,0.052,0.067,0.001,Lt_CONa_IPS-Rt_SVNa_Ins,0.037710293,-0.052007701,-0.066550894,0,-0.028221811
,207,0.113,0.016,0.133,0.001,Lt_CONa_IPS-Rt_SVNa_ParMed,-0.113282501,0.01584208,-0.133003024,0,-0.076501624
,208,0.251,0.139,0.082,0.001,Lt_CONa_IPS-Rt_SVNa_FrMed,-0.251195826,0.138905563,-0.081874438,0,-0.063941269
,209,0.041,0.142,0.113,0.001,Lt_CONa_IPS-Rt_SVNb_IPL,0.040533565,0.141892473,0.112848545,0,0.101776344
,210,0.027,0.060,0.032,0.001,Lt_CONa_IPS-Rt_SVNb_PFCd,0.026823858,0.060496609,-0.03185052,0,0.016999271
,211,0.023,0.185,0.087,0.001,Lt_CONa_IPS-Rt_SVNb_PFCl,0.022625652,0.185197229,0.087347984,0,0.100390658
,212,0.193,0.004,0.117,0.001,Lt_CONa_IPS-Rt_SVNb_PFClv,0.193311339,-0.003683202,0.11671997,0,0.101163519
,213,0.187,0.253,0.202,0.001,Lt_CONa_IPS-Rt_SVNb_PFCv,-0.186579681,-0.252749593,-0.202134293,0,-0.216773296
,214,0.045,0.096,0.108,0.001,Lt_CONa_IPS-Rt_SVNb_PFCmp,0.04482973,0.096420188,0.108221626,0,0.087063601
,215,0.373,0.087,0.289,0.001,Lt_CONa_IPS-Rt_SVNb_Cinga,-0.372825781,-0.087022554,-0.289390984,0,-0.24951682
,216,0.238,0.094,0.080,0.001,Lt_CONa_IPS-Lt_SMNa,-0.237612333,-0.094250856,-0.080459489,0,-0.134052429
,217,0.187,0.015,0.171,0.001,Lt_CONa_IPS-Lt_SMNb_Cent,-0.186577656,-0.015393235,0.170742716,0,-0.009482648
,218,0.333,0.159,0.320,0.001,Lt_CONa_IPS-Lt_SMNb_S2,-0.333412635,-0.159264453,-0.319867808,0,-0.271024193
,219,0.240,0.290,0.105,0.001,Lt_CONa_IPS-Lt_SMNb_Ins,-0.240236895,-0.28992347,-0.105108262,0,-0.210963879
,220,0.080,0.158,0.291,0.001,Lt_CONa_IPS-Lt_SMNb_Aud,-0.080335835,-0.158420733,-0.291285002,0,-0.178060426
,221,0.147,0.048,0.016,0.001,Lt_CONa_IPS-Rt_SMNa,-0.147344625,0.048058793,-0.015711342,0,-0.037279699
,222,0.146,0.063,0.092,0.001,Lt_CONa_IPS-Rt_SMNb_Cent,-0.146130793,-0.062803964,0.092279542,0,-0.037436584
,223,0.296,0.138,0.367,0.001,Lt_CONa_IPS-Rt_SMNb_S2,-0.296439824,-0.138282169,-0.367241829,0,-0.267408016
,224,0.163,0.285,0.285,0.001,Lt_CONa_IPS-Rt_SMNb_Ins,-0.162592006,-0.284634919,-0.28482277,0,-0.246305327
,225,0.123,0.081,0.289,0.001,Lt_CONa_IPS-Rt_SMNb_Aud,-0.12341476,-0.080647652,-0.289093061,0,-0.165352963
,226,0.062,0.060,0.064,0.001,Lt_CONa_IPS-Lt_SMN_TempPar,-0.062022787,-0.060026066,-0.064215949,0,-0.062203866
,227,0.080,0.055,0.174,0.001,Lt_CONa_IPS-Rt_SMN_TempPar,-0.079742375,0.054788054,-0.173593781,0,-0.066674156
,228,0.162,0.304,0.313,0.001,Lt_CONa_IPS-Lt_VSNc_Striate,-0.161818881,-0.303719327,-0.312605255,0,-0.260225893
,229,0.020,0.109,0.031,0.001,Lt_CONa_IPS-Lt_VSNc_ExStr,0.019884502,0.109152152,0.031094457,0,0.053617175
,230,0.093,0.217,0.159,0.001,Lt_CONa_IPS-Lt_VSNp_Striate,-0.093146246,-0.217053077,-0.158631864,0,-0.157109816
,231,0.117,0.122,0.183,0.001,Lt_CONa_IPS-Lt_VSNp_ExStrInf,-0.116744566,-0.122204915,0.183249453,0,-0.017799009
,232,0.045,0.011,0.074,0.001,Lt_CONa_IPS-Lt_VSNp_ExStrSup,-0.044903572,0.011043355,0.073974924,0,0.018475297
,233,0.095,0.188,0.209,0.001,Lt_CONa_IPS-Rt_VSNc_Striate,-0.095075248,-0.188031239,-0.208962095,0,-0.166436591
,234,0.029,0.090,0.069,0.001,Lt_CONa_IPS-Rt_VSNc_ExStr,-0.029411996,-0.090249724,0.069456706,0,-0.015517534
,235,0.131,0.456,0.083,0.001,Lt_CONa_IPS-Rt_VSNp_Striate,-0.131336879,-0.456173709,-0.083354444,0,-0.223289392
,236,0.057,0.208,0.122,0.001,Lt_CONa_IPS-Rt_VSNp_ExStrInf,0.056534191,-0.208008539,0.122099738,0,-0.00969765
,237,0.093,0.107,0.091,0.001,Lt_CONa_IPS-Rt_VSNp_ExStrSup,-0.093183611,-0.106907704,-0.091108157,0,-0.096523015
,238,0.508,0.131,0.108,0.001,Lt_CONa_IPS-Lt-Accm,-0.507626349,-0.131257573,-0.108436827,0,-0.248621334
,239,0.386,0.121,0.076,0.001,Lt_CONa_IPS-Rt-Accm,-0.386003921,-0.12101627,-0.076376612,0,-0.194051746
,240,0.136,0.001,0.025,0.001,Lt_CONa_IPS-Lt-Amyg,0.135990544,0.001475714,0.024574924,0,0.05267306
,241,0.091,0.070,0.019,0.001,Lt_CONa_IPS-Rt-Amyg,-0.090887234,-0.069822476,-0.019495515,0,-0.057613818
,242,0.101,0.410,0.087,0.001,Lt_CONa_IPS-Lt-Caud,0.1013696,-0.409706937,-0.087305779,0,-0.132004153
,243,0.090,0.448,0.102,0.001,Lt_CONa_IPS-Rt-Caud,-0.09014485,-0.448242288,-0.101819124,0,-0.213390262
,244,0.094,0.234,0.245,0.001,Lt_CONa_IPS-Lt-Hipp,-0.093877373,-0.233526009,-0.245250741,0,-0.192190432
,245,0.319,0.358,0.459,0.001,Lt_CONa_IPS-Rt-Hipp,-0.318986976,-0.357633663,-0.458897614,0,-0.379588679
,246,0.170,0.037,0.014,0.001,Lt_CONa_IPS-Lt-Pall,-0.169835973,-0.036790945,-0.014417925,0,-0.07194126
,247,0.061,0.004,0.141,0.001,Lt_CONa_IPS-Rt-Pall,0.060571925,-0.004351076,-0.141212269,0,-0.029278183
,248,0.153,0.026,0.056,0.001,Lt_CONa_IPS-Lt-Puta,-0.15319564,-0.02628559,0.056404829,0,-0.040290845
,249,0.162,0.236,0.026,0.001,Lt_CONa_IPS-Rt-Puta,-0.162175722,-0.236173573,-0.026044035,0,-0.141428739
,250,0.206,0.001,0.121,0.001,Lt_CONa_IPS-Lt-Thal,0.206005121,0.000949767,0.121404533,0,0.108981305
,251,0.344,0.122,0.256,0.001,Lt_CONa_IPS-Rt-Thal,0.344105256,0.122239915,0.255504943,0,0.239829073
,252,0.197,0.378,0.091,0.001,Lt_CONa_PFCd-Lt_CONa_PFCl,-0.197062372,-0.378071988,-0.090780165,0,-0.22207713
,253,0.017,0.265,0.134,0.001,Lt_CONa_PFCd-Lt_CONa_PFClv,0.017100231,-0.265130832,-0.133654016,0,-0.127823376
,254,0.132,0.178,0.202,0.001,Lt_CONa_PFCd-Lt_CONa_Cinga,0.131892998,0.177521488,-0.20166319,0,0.035644529
,255,0.127,0.025,0.005,0.001,Lt_CONa_PFCd-Lt_CONb_Temp,-0.126826803,-0.025326974,-0.004836399,0,-0.049098312
,256,0.247,0.103,0.019,0.001,Lt_CONa_PFCd-Lt_CONb_IPL,-0.24725818,-0.1028586,-0.019207606,0,-0.121661484
,257,0.149,0.031,0.239,0.001,Lt_CONa_PFCd-Lt_CONb_PFCd,-0.148781337,-0.031329692,-0.238785795,0,-0.139789771
,258,0.313,0.299,0.241,0.001,Lt_CONa_PFCd-Lt_CONb_PFCl,-0.312677516,-0.298747258,-0.240645715,0,-0.279806981
,259,0.201,0.189,0.043,0.001,Lt_CONa_PFCd-Lt_CONb_PFClv,-0.201221138,-0.188816572,0.043348018,0,-0.114360433
,260,0.260,0.077,0.039,0.001,Lt_CONa_PFCd-Lt_CONb_PFCmp,-0.259519939,-0.077326038,-0.038562598,0,-0.123493804
,261,0.143,0.266,0.052,0.001,Lt_CONa_PFCd-Lt_CONc_pCun,0.142638304,0.265756347,0.052146853,0,0.153233016
,262,0.084,0.149,0.055,0.001,Lt_CONa_PFCd-Lt_CONc_Cingp,0.083695462,0.148997243,0.055099544,0,0.096483985
,263,0.088,0.040,0.035,0.001,Lt_CONa_PFCd-Rt_CONa_Temp,-0.087790377,-0.040426847,0.034562504,0,-0.028712919
,264,0.078,0.145,0.021,0.001,Lt_CONa_PFCd-Rt_CONa_IPS,-0.077677701,-0.144670287,-0.020706573,0,-0.081033074
,265,0.014,0.136,0.201,0.001,Lt_CONa_PFCd-Rt_CONa_PFCd,0.014147001,-0.136388708,-0.201402451,0,-0.109508972
,266,0.031,0.038,0.030,0.001,Lt_CONa_PFCd-Rt_CONa_PFCl,0.031413776,-0.037790194,-0.02963344,0,-0.015716709
,267,0.319,0.174,0.125,0.001,Lt_CONa_PFCd-Rt_CONa_Cinga,-0.319094879,-0.174141439,-0.124886211,0,-0.205283322
,268,0.178,0.177,0.135,0.001,Lt_CONa_PFCd-Rt_CONb_Temp,-0.178360515,-0.17732302,-0.135264255,0,-0.161578739
,269,0.194,0.016,0.029,0.001,Lt_CONa_PFCd-Rt_CONb_IPL,-0.193695724,0.015739263,-0.028947104,0,-0.067931093
,270,0.255,0.043,0.156,0.001,Lt_CONa_PFCd-Rt_CONb_PFCld,-0.255485235,-0.043239686,-0.156410257,0,-0.15054291
,271,0.135,0.010,0.008,0.001,Lt_CONa_PFCd-Rt_CONb_PFClv,-0.134593108,-0.010130395,-0.007903184,0,-0.04895761
,272,0.198,0.054,0.165,0.001,Lt_CONa_PFCd-Rt_CONb_PFCmp,-0.197979217,0.05397844,-0.165169347,0,-0.102841792
,273,0.111,0.280,0.111,0.001,Lt_CONa_PFCd-Rt_CONc_pCun,0.110936798,0.279811659,0.110981639,0,0.167849534
,274,0.054,0.051,0.003,0.001,Lt_CONa_PFCd-Rt_CONc_Cingp,0.053795064,0.050622196,0.002982764,0,0.033212856
,275,0.521,0.355,0.276,0.001,Lt_CONa_PFCd-Lt_DMNa_IPL,-0.520585152,-0.354704558,-0.276497285,0,-0.382085887
,276,0.403,0.140,0.299,0.001,Lt_CONa_PFCd-Lt_DMNa_PFCd,-0.403158324,-0.139654161,-0.298924683,0,-0.279583509
,277,0.465,0.155,0.221,0.001,Lt_CONa_PFCd-Lt_DMNa_PCC,-0.464968729,-0.155217234,-0.221480114,0,-0.279507433
,278,0.283,0.227,0.329,0.001,Lt_CONa_PFCd-Lt_DMNa_PFCm,-0.283230265,-0.227228956,-0.328830182,0,-0.279619664
,279,0.313,0.195,0.156,0.001,Lt_CONa_PFCd-Lt_DMNb_Temp,-0.313447521,-0.194671283,-0.156252701,0,-0.218669926
,280,0.393,0.279,0.289,0.001,Lt_CONa_PFCd-Lt_DMNb_IPL,-0.392949459,-0.278834872,-0.289308709,0,-0.316728517
,281,0.487,0.019,0.298,0.001,Lt_CONa_PFCd-Lt_DMNb_PFCd,-0.487230617,0.019281806,-0.297826949,0,-0.254895183
,282,0.517,0.184,0.301,0.001,Lt_CONa_PFCd-Lt_DMNb_PFCl,-0.517156752,-0.184089627,-0.30131419,0,-0.33302898
,283,0.255,0.148,0.165,0.001,Lt_CONa_PFCd-Lt_DMNb_PFCv,-0.255079528,-0.148145079,-0.165030612,0,-0.186150684
,284,0.066,0.008,0.001,0.001,Lt_CONa_PFCd-Lt_DMNc_IPL,0.065864067,0.0079332,-0.000974163,0,0.019610014
,285,0.138,0.168,0.172,0.001,Lt_CONa_PFCd-Lt_DMNc_Rsp,-0.138029189,-0.167877925,-0.171633633,0,-0.161369168
,286,0.117,0.161,0.080,0.001,Lt_CONa_PFCd-Lt_DMNc_PHC,-0.116510803,-0.160991204,-0.079624784,0,-0.116580666
,287,0.169,0.146,0.132,0.001,Lt_CONa_PFCd-Rt_DMNa_Temp,-0.169170539,-0.146062725,-0.132419776,0,-0.147613636
,288,0.351,0.240,0.288,0.001,Lt_CONa_PFCd-Rt_DMNa_IPL,-0.351279976,-0.240497034,-0.288066442,0,-0.290855876
,289,0.198,0.241,0.342,0.001,Lt_CONa_PFCd-Rt_DMNa_PFCd,-0.198334037,-0.240924554,-0.342451959,0,-0.262691124
,290,0.291,0.051,0.135,0.001,Lt_CONa_PFCd-Rt_DMNa_PCC,-0.290833724,-0.051211122,-0.134636111,0,-0.157759902
,291,0.278,0.158,0.382,0.001,Lt_CONa_PFCd-Rt_DMNb_PFCm,-0.278368596,-0.158380761,-0.381966986,0,-0.273242302
,292,0.341,0.045,0.114,0.001,Lt_CONa_PFCd-Rt_DMNb_Temp,-0.340869249,-0.045470565,-0.11433428,0,-0.166145506
,293,0.456,0.218,0.338,0.001,Lt_CONa_PFCd-Rt_DMNb_AntTemp,-0.456021799,-0.217512708,-0.337813038,0,-0.336541579
,294,0.179,0.189,0.174,0.001,Lt_CONa_PFCd-Rt_DMNb_PFCd,-0.178726243,0.18891026,-0.174412291,0,-0.054494052
,295,0.085,0.028,0.113,0.001,Lt_CONa_PFCd-Rt_DMNb_PFCv,-0.085088379,0.028033444,-0.112801059,0,-0.056348294
,296,0.116,0.364,0.316,0.001,Lt_CONa_PFCd-Rt_DMNc_IPL,-0.11647662,-0.364453123,-0.316040959,0,-0.266804945
,297,0.239,0.188,0.269,0.001,Lt_CONa_PFCd-Rt_DMNc_Rsp,-0.239174421,-0.188328847,-0.269316355,0,-0.23183264
,298,0.129,0.074,0.039,0.001,Lt_CONa_PFCd-Rt_DMNc_PHC,0.128760525,-0.074383118,-0.03926195,0,0.004048303
,299,0.184,0.031,0.213,0.001,Lt_CONa_PFCd-Lt_DANa_TempOcc,-0.184232109,0.031307942,0.213164215,0,0.021382952
,300,0.258,0.103,0.061,0.001,Lt_CONa_PFCd-Lt_DANa_ParOcc,0.257913089,0.102873076,-0.0609301,0,0.098620905
,301,0.081,0.120,0.319,0.001,Lt_CONa_PFCd-Lt_DANa_SPL,0.081333627,-0.119673971,0.318600338,0,0.09352937
,302,0.031,0.215,0.188,0.001,Lt_CONa_PFCd-Lt_DANb_TempOcc,0.030756267,0.214798501,0.187772881,0,0.145930823
,303,0.113,0.092,0.169,0.001,Lt_CONa_PFCd-Lt_DANb_PostC,0.112981193,-0.092031185,0.168588644,0,0.062720793
,304,0.127,0.074,0.060,0.001,Lt_CONa_PFCd-Lt_DANb_FEF,0.126564744,-0.073894496,0.059585589,0,0.036927426
,305,0.058,0.065,0.027,0.001,Lt_CONa_PFCd-Lt_DANb_PrCv,-0.058331806,-0.065291191,-0.026662732,0,-0.0476806
,306,0.153,0.057,0.117,0.001,Lt_CONa_PFCd-Rt_DANa_TempOcc,0.153074428,0.056760769,0.116509675,0,0.107386822
,307,0.217,0.174,0.037,0.001,Lt_CONa_PFCd-Rt_DANa_ParOcc,0.216884304,0.173989196,0.036965185,0,0.140706742
,308,0.062,0.045,0.169,0.001,Lt_CONa_PFCd-Rt_DANa_SPL,0.061585546,-0.044830817,0.168791561,0,0.062503468
,309,0.072,0.132,0.039,0.001,Lt_CONa_PFCd-Rt_DANb_TempOcc,0.072050057,-0.132155201,-0.038681902,0,-0.034848123
,310,0.260,0.149,0.306,0.001,Lt_CONa_PFCd-Rt_DANb_PostC,0.260461171,0.149020761,0.306173393,0,0.238155987
,311,0.131,0.012,0.035,0.001,Lt_CONa_PFCd-Rt_DANb_FEF,0.131421768,0.012159895,-0.035002909,0,0.033984538
,312,0.105,0.211,0.032,0.001,Lt_CONa_PFCd-Rt_DANb_PrCv,-0.104777544,-0.210772967,-0.031963733,0,-0.115974103
,313,0.053,0.071,0.027,0.001,Lt_CONa_PFCd-Lt_LMN_TempPole,-0.052715308,-0.071481612,0.027046589,0,-0.031612227
,314,0.096,0.021,0.041,0.001,Lt_CONa_PFCd-Lt_LMN_OFC,-0.095714556,0.021044589,0.041269763,0,-0.009790967
,315,0.179,0.091,0.211,0.001,Lt_CONa_PFCd-Rt_LMN_TempPole,-0.179120222,-0.091301564,-0.211249077,0,-0.160299282
,316,0.159,0.100,0.139,0.001,Lt_CONa_PFCd-Rt_LMN_OFC,-0.158602046,-0.100152199,-0.138566379,0,-0.13144693
,317,0.399,0.242,0.227,0.001,Lt_CONa_PFCd-Lt_SVNa_ParOper,0.398916564,0.242419421,0.226771793,0,0.287463098
,318,0.226,0.239,0.238,0.001,Lt_CONa_PFCd-Lt_SVNa_PrCv,0.226022937,0.238525736,0.238094762,0,0.235153623
,319,0.456,0.282,0.167,0.001,Lt_CONa_PFCd-Lt_SVNa_Ins,0.456189009,0.281771788,0.166904815,0,0.299980668
,320,0.125,0.064,0.038,0.001,Lt_CONa_PFCd-Lt_SVNa_ParMed,0.125138359,0.064420339,0.037840997,0,0.072177068
,321,0.082,0.157,0.094,0.001,Lt_CONa_PFCd-Lt_SVNa_FrMed,0.081786971,0.157227374,0.094197252,0,0.112720079
,322,0.163,0.065,0.102,0.001,Lt_CONa_PFCd-Lt_SVNb_IPL,-0.162520595,0.065057959,0.101917039,0,0.00269732
,323,0.078,0.157,0.043,0.001,Lt_CONa_PFCd-Lt_SVNb_PFCl,0.077907883,0.157070328,0.043336188,0,0.092902377
,324,0.180,0.096,0.051,0.001,Lt_CONa_PFCd-Lt_SVNb_PFCv,0.180119107,0.095595126,0.050921773,0,0.106636887
,325,0.256,0.274,0.100,0.001,Lt_CONa_PFCd-Lt_SVNb_OFC,0.256312943,0.273579586,0.099975597,0,0.209639756
,326,0.008,0.118,0.082,0.001,Lt_CONa_PFCd-Lt_SVNb_PFCmp,0.007756993,0.118121333,-0.081949962,0,0.014650898
,327,0.079,0.181,0.188,0.001,Lt_CONa_PFCd-Rt_SVNa_ParOper,0.079289214,0.18075809,0.188467957,0,0.153507863
,328,0.047,0.034,0.186,0.001,Lt_CONa_PFCd-Rt_SVNa_PrC,0.046819432,0.034248068,0.185777229,0,0.090406127
,329,0.257,0.167,0.237,0.001,Lt_CONa_PFCd-Rt_SVNa_PrCv,0.257142416,0.166919018,0.237399416,0,0.218259202
,330,0.349,0.170,0.116,0.001,Lt_CONa_PFCd-Rt_SVNa_Ins,0.348956734,0.170120935,0.116251994,0,0.209971577
,331,0.217,0.082,0.092,0.001,Lt_CONa_PFCd-Rt_SVNa_ParMed,0.217409805,0.081793296,0.092026921,0,0.127630585
,332,0.242,0.338,0.217,0.001,Lt_CONa_PFCd-Rt_SVNa_FrMed,0.241808619,0.338303373,0.216689985,0,0.265753881
,333,0.062,0.192,0.176,0.001,Lt_CONa_PFCd-Rt_SVNb_IPL,0.062205256,0.192418107,0.176458025,0,0.147260935
,334,0.095,0.096,0.079,0.001,Lt_CONa_PFCd-Rt_SVNb_PFCd,0.094995651,0.095955771,0.078845663,0,0.089580216
,335,0.115,0.236,0.093,0.001,Lt_CONa_PFCd-Rt_SVNb_PFCl,0.11457065,0.236232262,0.09335249,0,0.148546032
,336,0.204,0.265,0.172,0.001,Lt_CONa_PFCd-Rt_SVNb_PFClv,0.20441635,0.264928283,0.171756726,0,0.213629945
,337,0.188,0.007,0.048,0.001,Lt_CONa_PFCd-Rt_SVNb_PFCv,0.187518343,0.007120305,0.047815583,0,0.078732918
,338,0.189,0.061,0.076,0.001,Lt_CONa_PFCd-Rt_SVNb_PFCmp,0.189314795,0.061325151,-0.075891274,0,0.057253155
,339,0.147,0.060,0.159,0.001,Lt_CONa_PFCd-Rt_SVNb_Cinga,-0.146876,0.059587504,-0.159076487,0,-0.082478441
,340,0.270,0.132,0.245,0.001,Lt_CONa_PFCd-Lt_SMNa,0.269812777,0.131654596,0.24543222,0,0.214911203
,341,0.029,0.003,0.205,0.001,Lt_CONa_PFCd-Lt_SMNb_Cent,0.029482132,-0.002968363,0.205460251,0,0.078323108
,342,0.009,0.040,0.064,0.001,Lt_CONa_PFCd-Lt_SMNb_S2,-0.009433172,-0.040194041,-0.06355712,0,-0.04129065
,343,0.034,0.335,0.179,0.001,Lt_CONa_PFCd-Lt_SMNb_Ins,-0.034154679,-0.335370378,-0.179227984,0,-0.183091724
,344,0.284,0.091,0.031,0.001,Lt_CONa_PFCd-Lt_SMNb_Aud,0.284357311,0.090686576,-0.030595344,0,0.113959513
,345,0.331,0.256,0.343,0.001,Lt_CONa_PFCd-Rt_SMNa,0.330961512,0.256416808,0.342688313,0,0.31101222
,346,0.098,0.025,0.177,0.001,Lt_CONa_PFCd-Rt_SMNb_Cent,0.098233714,-0.02459985,0.177315974,0,0.084375493
,347,0.084,0.014,0.011,0.001,Lt_CONa_PFCd-Rt_SMNb_S2,0.08384829,0.013784411,-0.011321947,0,0.026012125
,348,0.155,0.231,0.039,0.001,Lt_CONa_PFCd-Rt_SMNb_Ins,0.155064359,-0.23115553,0.039484102,0,-0.012469345
,349,0.130,0.097,0.053,0.001,Lt_CONa_PFCd-Rt_SMNb_Aud,0.129535371,0.097334886,0.053203502,0,0.08934647
,350,0.052,0.022,0.017,0.001,Lt_CONa_PFCd-Lt_SMN_TempPar,-0.051564566,-0.022109772,-0.016566487,0,-0.028255555
,351,0.022,0.148,0.012,0.001,Lt_CONa_PFCd-Rt_SMN_TempPar,-0.021501657,0.147703741,0.012165678,0,0.046969825
,352,0.230,0.320,0.067,0.001,Lt_CONa_PFCd-Lt_VSNc_Striate,-0.229734588,-0.319916788,-0.066987535,0,-0.205217244
,353,0.033,0.149,0.197,0.001,Lt_CONa_PFCd-Lt_VSNc_ExStr,0.033281742,0.149071156,0.196931547,0,0.128028481
,354,0.139,0.014,0.109,0.001,Lt_CONa_PFCd-Lt_VSNp_Striate,0.13896833,0.014074861,-0.108866221,0,0.01339828
,355,0.136,0.003,0.098,0.001,Lt_CONa_PFCd-Lt_VSNp_ExStrInf,-0.135901537,-0.003415871,0.097625164,0,-0.013018835
,356,0.011,0.010,0.052,0.001,Lt_CONa_PFCd-Lt_VSNp_ExStrSup,-0.011198526,0.009570343,0.051877331,0,0.020597224
,357,0.055,0.065,0.083,0.001,Lt_CONa_PFCd-Rt_VSNc_Striate,-0.055166598,-0.064942974,-0.08276299,0,-0.06896427
,358,0.007,0.170,0.224,0.001,Lt_CONa_PFCd-Rt_VSNc_ExStr,0.006544089,0.17023437,0.22394462,0,0.134772598
,359,0.017,0.150,0.092,0.001,Lt_CONa_PFCd-Rt_VSNp_Striate,0.016714058,-0.149978178,-0.091540867,0,-0.076762087
,360,0.112,0.061,0.126,0.001,Lt_CONa_PFCd-Rt_VSNp_ExStrInf,0.112092623,0.061079394,0.126194386,0,0.099846407
,361,0.067,0.109,0.042,0.001,Lt_CONa_PFCd-Rt_VSNp_ExStrSup,-0.066576118,0.108662602,0.041637521,0,0.02958274
,362,0.150,0.008,0.083,0.001,Lt_CONa_PFCd-Lt-Accm,0.149738485,-0.007502604,0.082585325,0,0.074334148
,363,0.026,0.299,0.122,0.001,Lt_CONa_PFCd-Rt-Accm,0.026065992,0.298926828,0.121540598,0,0.149329207
,364,0.016,0.129,0.128,0.001,Lt_CONa_PFCd-Lt-Amyg,-0.016244989,-0.128721039,0.128267191,0,-0.005647685
,365,0.084,0.186,0.131,0.001,Lt_CONa_PFCd-Rt-Amyg,-0.083859708,-0.185843838,0.130948427,0,-0.046342162
,366,0.027,0.227,0.145,0.001,Lt_CONa_PFCd-Lt-Caud,0.027448877,-0.226712296,-0.145042774,0,-0.115439513
,367,0.110,0.186,0.196,0.001,Lt_CONa_PFCd-Rt-Caud,-0.110278524,-0.185770316,-0.196105095,0,-0.166651354
,368,0.031,0.313,0.273,0.001,Lt_CONa_PFCd-Lt-Hipp,-0.031327972,-0.312520418,-0.272741049,0,-0.20631755
,369,0.156,0.439,0.234,0.001,Lt_CONa_PFCd-Rt-Hipp,-0.155603316,-0.439113181,-0.234051367,0,-0.276791619
,370,0.057,0.078,0.026,0.001,Lt_CONa_PFCd-Lt-Pall,0.056961736,0.078081,0.026216909,0,0.051845735
,371,0.077,0.059,0.081,0.001,Lt_CONa_PFCd-Rt-Pall,-0.076751187,-0.059437393,-0.081028602,0,-0.072418224
,372,0.065,0.176,0.231,0.001,Lt_CONa_PFCd-Lt-Puta,0.064678352,-0.176085116,-0.23137037,0,-0.114704225
,373,0.175,0.000,0.063,0.001,Lt_CONa_PFCd-Rt-Puta,0.174633615,0.000333147,-0.062905252,0,0.036776303
,374,0.144,0.108,0.193,0.001,Lt_CONa_PFCd-Lt-Thal,0.144190548,-0.107767134,0.193217559,0,0.076559186
,375,0.308,0.170,0.282,0.001,Lt_CONa_PFCd-Rt-Thal,0.30816156,-0.169992187,0.281715816,0,0.140022772
,376,0.144,0.278,0.166,0.001,Lt_CONa_PFCl-Lt_CONa_PFClv,0.14404867,-0.277830734,-0.166314185,0,-0.100837509
,377,0.001,0.269,0.406,0.001,Lt_CONa_PFCl-Lt_CONa_Cinga,-0.000664788,-0.268969889,-0.406045927,0,-0.225843525
,378,0.367,0.255,0.008,0.001,Lt_CONa_PFCl-Lt_CONb_Temp,0.366569162,0.255407023,0.007723007,0,0.209378621
,379,0.028,0.004,0.222,0.001,Lt_CONa_PFCl-Lt_CONb_IPL,-0.028382467,0.004159042,0.221769246,0,0.066719633
,380,0.106,0.024,0.072,0.001,Lt_CONa_PFCl-Lt_CONb_PFCd,0.106121301,-0.023980882,-0.071661364,0,0.001905633
,381,0.055,0.115,0.195,0.001,Lt_CONa_PFCl-Lt_CONb_PFCl,0.05531923,-0.114974702,0.194554947,0,0.044697282
